"","state","acfrs_original_name","id"
"637","FL","The School District of Lee County","32402"
"638","GA","Crisp County Board of Education","105278"
"639","FL","Okeechobee County District School Board","32413"
"640","FL","Hamilton County District School Board","32391"
"641","FL","Pasco County District School Board","148148"
"642","FL","Jackson County District School Board","32399"
"643","FL","Manatee County District School Board","148130"
"644","FL","Orange County District School Board","102323"
"645","FL","Brevard District School Board County","93779"
"646","GA","Coweta County Board of Education","196511"
"647","GA","City of Calhoun Board of Education","105260"
"648","GA","Bryan County Board of Education","105256"
"649","FL","Holmes County District School Board","32397"
"650","FL","Glades County District School Board","32389"
"651","GA","City of Cartersville Board of Education","70967"
"652","FL","St. Lucie County District School Board","165737"
"653","FL","Liberty County District School Board","32405"
"654","FL","Sumter County District School Board","41414"
"655","GA","City of Dalton Board of Education","70974"
"656","GA","Bibb County School District","42600"
"657","FL","Lafayette County District School Board","32400"
"658","FL","The School District of Palm Beach County","93789"
"659","GA","Coffee County Board of Education","70972"
"660","FL","The School Board of Miami-Dade County","69706"
"661","FL","Suwannee County District School Board","32426"
"662","FL","Marion District School Board County","32408"
"663","FL","Indian River County District School Board","399250"
"664","GA","City of Valdosta Board of Education","196534"
"665","GA","Fannin County Board of Education","70978"
"666","GA","Cobb County School District","70971"
"667","FL","Highlands County District School Board","1160271"
"668","GA","City of Carrollton Board of Education","70766"
"669","GA","Central Savannah River Area Regional Commission","224014"
"670","FL","Collier County District School Board","32378"
"671","GA","Board of Education of the City of Marietta","105326"
"672","FL","Walton County District School Board","32430"
"673","FL","Wakulla County District School Board","32429"
"674","GA","Gwinnett County Board of Education","70981"
"675","GA","Hart County Board of Education","70982"
"676","GA","Habersham County Board of Education","99027"
"677","FL","Charlotte District School Board County","102317"
"678","GA","Union County Board of Education","32642"
"679","IA","Cedar Rapids Community School District","224704"
"680","FL","Dixie County District School Board","32382"
"681","GA","Tattnall County Board of Education","105362"
"682","GA","Fulton County Board of Education","70979"
"683","GA","Walton County School District","105379"
"684","GA","Haralson County Board of Education","105304"
"685","GA","Peach County Board of Education","32615"
"686","GA","Muscogee County School District","32611"
"687","IA","Boone Community School District","33363"
"688","GA","Forsyth County Board of Education","32567"
"689","GA","Oconee County Board of Education","170418"
"690","IA","Carlisle Community School District","52172"
"691","GA","Savannah-Chatham County Public Schools","224034"
"692","GA","Rabun County Board of Education","70950"
"693","FL","Baker County District School Board","32370"
"694","GA","Mcduffie County Board of Education","70984"
"695","IA","Charles City Community School District","33380"
"696","IA","Central Rivers Area Education Agency 267","50262"
"697","IA","Anamosa Community School District","65359"
"698","GA","Lincoln County Board of Education","105321"
"699","GA","Fayette County Board of Education","43601"
"700","GA","Screven County Board of Education","70999"
"701","IA","Cedar Falls Community School District","33359"
"702","FL","Desoto County District School Board","224609"
"703","FL","Florida Virtual School","54105"
"704","GA","Long County Board of Education","105322"
"705","GA","Richmond County Board of Education","70953"
"706","GA","Houston County Board of Education","105308"
"707","GA","Griffin-Spalding County School System","32625"
"708","IA","Dallas Center-Grimes Community School District","53320"
"709","IA","Des Moines Independent Community School District","33410"
"710","IA","Independence Community School District","163010"
"711","GA","Pulaski County Board of Education","197775"
"712","GA","Ware County Board of Education","71038"
"713","IA","Creston Community School District","44265"
"714","GA","Washington County Board of Education","71043"
"715","IA","Dubuque Community School District","33377"
"716","GA","Rockdale County Board of Education","44645"
"717","IA","Council Bluffs Community School District","33418"
"718","FL","Gadsden County District School Board","32387"
"719","IA","Grant Wood Area Education Agency 10","33361"
"720","IA","Green Hills Aea","33420"
"721","IA","Spencer Community School District","33370"
"722","IA","Waterloo Community School District","33360"
"723","IA","Mississippi Bend Area Education Agency 9","163090"
"724","IA","Estherville Lincoln Central Community School District","44460"
"725","IA","Southeast Polk Community School District","33412"
"726","IA","Pleasant Valley Community School District","33425"
"727","IA","Vinton-Shellsburg Community School District","224052"
"728","IA","Humboldt Community School District","65381"
"729","IA","Red Oak Community School District","33402"
"730","IA","Davis County Community School District","33374"
"731","IA","Waukee Community School District","48591"
"732","IA","Iowa City Community School District","33388"
"733","IA","Perry Community School District","43572"
"734","IA","Knoxville Community School District","33398"
"735","IA","Denison Community School District","33373"
"736","IA","West Des Moines Community School District","33415"
"737","FL","Alachua District School Board County","98979"
"738","ID","Bruneau-Grand View Joint School District No. 365","64812"
"739","IA","College Community School District","33392"
"740","IA","Mid-Prairie Community School District","93810"
"741","FL","Seminole County Public Schools","32425"
"742","IA","Keystone Area Education Agency 1","33371"
"743","IA","Keokuk Community School District","33390"
"744","IA","Muscatine Community School District","33403"
"745","IA","Williamsburg Community School District","163294"
"746","IA","Harlan Community School District","162991"
"747","ID","Kimberly School District 414","32747"
"748","IA","North Scott Community School District","33423"
"749","IA","Mount Pleasant Community School District","33383"
"750","IA","Le Mars Community School District","33408"
"751","IA","Linn-Mar Community School District","33393"
"752","ID","Caldwell School District #132","32716"
"753","ID","Cassia County Jt. School District 151","42677"
"754","IA","Winterset Community School District","33397"
"755","IA","Clarke Community School District","33369"
"756","IA","Mason City Community School District","33367"
"757","IA","Great Prairie Area Education Agency","52626"
"758","IA","Johnston Community School District","33411"
"759","IA","Maquoketa Community School District","33385"
"760","IA","Newton Community School District","33386"
"761","IA","Western Dubuque County Community School District","33378"
"762","IA","Ottumwa Community School District","33430"
"763","IA","Sioux City Community School District","33436"
"764","IA","West Liberty Community School District","33404"
"765","ID","Bonneville Joint School District 93","32712"
"766","IA","Storm Lake Community School District","33364"
"767","ID","American Falls School District No. 381","32744"
"768","IA","Urbandale Community School District","33414"
"769","IA","Clinton Community School District","33372"
"770","ID","Sugar-Salem Joint School District No. 322","32736"
"771","IL","Carbondale Elementary School District No. 95","33010"
"772","ID","Boundary County School District No. 101","32714"
"773","ID","Buhl Joint School District 412","32746"
"774","ID","Bear Lake School District No. 33","32703"
"775","IL","Chicago Ridge Public School District 127.5","46398"
"776","IL","Carterville Community Unit School District No. 5","93830"
"777","IL","Black Hawk Area Special Education District Joint Agreement No. 865","61524"
"778","IA","Pella Community School District","163160"
"779","IL","Bi-County Special Education Cooperative","33153"
"780","IL","Carmi-White County Community Unit School District No.5","33150"
"781","IL","Bond County Community Unit School District 2","151224"
"782","IA","Prairie Lakes Area Education Agency","165780"
"783","IL","Canton Union School District No. 66","33001"
"784","IL","Berwyn North School District 98","42496"
"785","ID","Independent School District of Boise City","32698"
"786","IL","Barrington Community Unit School District No. 220","33045"
"787","ID","Teton County School District 401","46223"
"788","IL","Christopher Unit School District #99","93833"
"789","IL","Bradley Elementary School District 61","33026"
"790","IL","Beach Park Community Consolidated School District No.3","50096"
"791","IL","Collinsville Community Unit School District No. 10","33078"
"792","IL","Community Consolidated Schools District 168","32927"
"793","IL","Calumet City School District 155","32907"
"794","ID","Nampa School District 131","32718"
"795","IL","Central Community Unit School District #301","49299"
"796","IL","East Maine School District 63","32917"
"797","ID","Aberdeen School District 58","71133"
"798","IL","Cicero Public School District No. 99","32912"
